round,agg_rule,accuracy,reward,state_norm_var,state_cosine_sim,state_mean_norm
1,fed_avg,9.95,-0.1600000000000012,8.466860163025558e-05,0.9986058473587036,8.929400444030762
2,median,9.9,-0.24999999999999895,0.0001326164201600477,0.998456597328186,8.935190200805664
3,krum,10.48,0.18000000000000005,0.00018862528668250889,0.9983034133911133,8.939517974853516
4,krum,10.37,-0.5100000000000012,0.00026642586453817785,0.9981437921524048,8.944303512573242
5,fed_avg,13.77,3.3500000000000005,0.00024368638696614653,0.9981904029846191,8.942243576049805
