round,agg_rule,accuracy,reward,state_norm_var,state_cosine_sim,state_mean_norm
1,fed_avg,10.0,-0.010000000000000002,7.344188634306192e-05,0.998094916343689,8.855403900146484
2,median,12.2,2.1599999999999993,0.00012672394223045558,0.9979151487350464,8.860224723815918
3,median,9.98,-2.259999999999999,0.00019476078159641474,0.9977616667747498,8.86312198638916
4,krum,10.0,-0.06000000000000044,0.0003397204854991287,0.9975078105926514,8.869601249694824
5,fed_avg,10.5,0.49,0.00031220921664498746,0.9974700808525085,8.871208190917969
6,fed_avg,15.93,5.42,0.0005458635278046131,0.9968957901000977,8.88831615447998
7,fed_avg,16.91,0.9700000000000004,0.0003929567465092987,0.9962496161460876,8.920495986938477
8,fed_avg,13.9,-3.0199999999999996,0.00014449114678427577,0.9965716600418091,8.952010154724121
9,fed_avg,12.77,-1.1400000000000008,0.00011672944674501196,0.9971925020217896,8.978248596191406
10,fed_avg,13.83,1.0500000000000005,0.00010144121188204736,0.997605562210083,8.999567031860352
11,fed_avg,15.3,1.4600000000000006,7.407520752167329e-05,0.9978064894676208,9.016496658325195
12,fed_avg,16.59,1.2799999999999991,7.953309250297025e-05,0.9979678988456726,9.032791137695312
13,fed_avg,18.19,1.5900000000000014,8.362373773707077e-05,0.9979965686798096,9.048809051513672
14,fed_avg,18.82,0.619999999999999,6.828735786257312e-05,0.998062014579773,9.064635276794434
15,fed_avg,19.54,0.7099999999999989,0.00010139318328583613,0.998085081577301,9.081489562988281
16,fed_avg,20.22,0.6699999999999997,9.806218440644443e-05,0.998124361038208,9.099203109741211
17,fed_avg,20.73,0.5000000000000016,0.00010454445146024227,0.9981956481933594,9.115482330322266
18,fed_avg,21.38,0.6399999999999986,9.455228428123519e-05,0.9982196092605591,9.131692886352539
19,fed_avg,22.28,0.8900000000000021,0.00011440608068369329,0.9982967376708984,9.145316123962402
20,fed_avg,23.69,1.4000000000000001,0.0001122275716625154,0.998302161693573,9.159461975097656
21,fed_avg,24.38,0.6799999999999977,0.0001075885520549491,0.998318612575531,9.17357063293457
22,fed_avg,25.42,1.0300000000000027,0.00010958811617456377,0.9983108043670654,9.187674522399902
23,fed_avg,25.61,0.17999999999999772,9.422271978110075e-05,0.9983373284339905,9.202787399291992
24,fed_avg,26.88,1.2599999999999996,9.519590821582824e-05,0.9983683228492737,9.217976570129395
25,fed_avg,27.3,0.4100000000000017,0.0001084471950889565,0.9983782768249512,9.234665870666504
26,fed_avg,29.08,1.7699999999999976,9.248511196346954e-05,0.9983697533607483,9.25020980834961
27,fed_avg,29.18,0.09000000000000141,8.293556311400607e-05,0.998418927192688,9.267706871032715
28,fed_avg,30.03,0.8400000000000014,8.998608245747164e-05,0.9984269142150879,9.284832954406738
29,fed_avg,30.24,0.1999999999999973,0.00010095413017552346,0.9984688758850098,9.302638053894043
30,fed_avg,30.75,0.5000000000000016,0.00011526438902365044,0.9984503984451294,9.320930480957031
31,fed_avg,31.58,0.8199999999999983,0.00011457842629170045,0.998498797416687,9.338775634765625
32,fed_avg,31.86,0.27000000000000113,0.0001067198027158156,0.9985013008117676,9.356759071350098
33,fed_avg,32.29,0.4199999999999997,0.00010546357952989638,0.9985190629959106,9.375532150268555
34,fed_avg,32.86,0.5600000000000003,8.784929377725348e-05,0.9985426068305969,9.395197868347168
35,fed_avg,33.18,0.3100000000000003,0.00012493273243308067,0.9985845685005188,9.413422584533691
36,krum,26.15,-7.110000000000001,9.81350676738657e-05,0.998596727848053,9.431428909301758
37,fed_avg,33.06,6.900000000000004,0.0001267243060283363,0.9982753992080688,9.433311462402344
38,fed_avg,34.8,1.7299999999999949,0.00010659787949407473,0.9985056519508362,9.454461097717285
39,fed_avg,35.17,0.36000000000000454,9.745600254973397e-05,0.9985463619232178,9.47374439239502
40,fed_avg,35.76,0.5799999999999963,9.48446977417916e-05,0.9986237287521362,9.491008758544922
41,fed_avg,36.09,0.3200000000000054,7.848384120734408e-05,0.9986205101013184,9.508674621582031
42,fed_avg,36.39,0.28999999999999715,7.683729199925438e-05,0.9986501932144165,9.5269136428833
43,fed_avg,36.58,0.17999999999999772,8.156986586982384e-05,0.9986606240272522,9.543057441711426
44,fed_avg,37.08,0.49,7.329239451792091e-05,0.9986777305603027,9.559395790100098
45,fed_avg,37.04,-0.04999999999999915,7.695772364968434e-05,0.998673677444458,9.575309753417969
46,fed_avg,37.46,0.4100000000000017,7.975583139341325e-05,0.9986815452575684,9.591215133666992
47,fed_avg,38.05,0.5799999999999963,7.976677443366498e-05,0.9986776113510132,9.606758117675781
48,fed_avg,37.72,-0.3399999999999983,5.751523349317722e-05,0.9987035989761353,9.622537612915039
49,fed_avg,38.18,0.45000000000000084,5.388895806390792e-05,0.9987100958824158,9.637059211730957
50,fed_avg,38.75,0.5600000000000003,6.244183168746531e-05,0.998694121837616,9.65126895904541
