round,agg_rule,accuracy,reward,state_norm_var,state_cosine_sim,state_mean_norm
1,krum,10.01,0.0,0.015658492222428322,0.9889557957649231,8.933001518249512
2,krum,10.67,0.0,0.01410593930631876,0.9889492988586426,8.93322467803955
3,krum,10.0,0.0,0.015900295227766037,0.987885594367981,8.940171241760254
4,krum,10.0,0.0,0.023238347843289375,0.9854046106338501,8.953960418701172
5,krum,10.0,0.0,0.05224793404340744,0.9801579713821411,8.97215747833252
6,krum,10.0,0.0,0.07022947072982788,0.9751065373420715,8.977218627929688
7,krum,10.0,0.0,0.06534598767757416,0.9716654419898987,8.972199440002441
8,krum,10.0,0.0,0.0685802474617958,0.9699423909187317,8.97914981842041
9,krum,10.01,0.0,0.07207508385181427,0.968244194984436,8.986678123474121
10,krum,13.23,0.0,0.07663195580244064,0.9680015444755554,9.002738952636719
11,krum,14.66,0.0,0.08099392056465149,0.9681549668312073,9.023964881896973
12,krum,14.1,0.0,0.08362307399511337,0.9679978489875793,9.039436340332031
13,krum,15.4,0.0,0.0777905210852623,0.9695976972579956,9.054807662963867
14,krum,15.21,0.0,0.07915294170379639,0.9697928428649902,9.066912651062012
15,krum,14.81,0.0,0.07835352420806885,0.9707987308502197,9.080907821655273
16,krum,15.03,0.0,0.0782165601849556,0.9709653258323669,9.0902681350708
17,krum,15.9,0.0,0.0778413787484169,0.9712406992912292,9.102273941040039
18,krum,15.64,0.0,0.07456362247467041,0.9718705415725708,9.112939834594727
19,krum,16.02,0.0,0.0716182067990303,0.9737374186515808,9.136557579040527
20,krum,15.63,0.0,0.07295221090316772,0.9732003211975098,9.147757530212402
21,krum,16.42,0.0,0.08086732774972916,0.9723681211471558,9.159423828125
22,krum,15.81,0.0,0.07397959381341934,0.9738366603851318,9.176504135131836
23,krum,15.67,0.0,0.07229752093553543,0.9741827845573425,9.189216613769531
24,krum,17.38,0.0,0.07966595143079758,0.9737917184829712,9.206398963928223
25,krum,16.6,0.0,0.07900911569595337,0.9742141366004944,9.225529670715332
26,krum,18.22,0.0,0.0778459832072258,0.9741782546043396,9.245087623596191
27,krum,16.36,0.0,0.07649803161621094,0.9751280546188354,9.266870498657227
28,krum,17.84,0.0,0.07802513986825943,0.9748901128768921,9.285120964050293
29,krum,19.75,0.0,0.07552235573530197,0.9752739071846008,9.306339263916016
30,krum,20.85,0.0,0.06617222726345062,0.9761545062065125,9.323344230651855
31,krum,20.15,0.0,0.062268614768981934,0.9770945906639099,9.346257209777832
32,krum,20.01,0.0,0.06370724737644196,0.9769186973571777,9.36229133605957
33,krum,19.1,0.0,0.06143229827284813,0.977000892162323,9.379291534423828
34,krum,22.41,0.0,0.04801353067159653,0.9796106219291687,9.406048774719238
35,krum,20.36,0.0,0.051038675010204315,0.9783363342285156,9.415977478027344
36,krum,20.85,0.0,0.04534275084733963,0.9793394207954407,9.440757751464844
37,krum,20.35,0.0,0.040038615465164185,0.979446291923523,9.461108207702637
38,krum,23.29,0.0,0.036657873541116714,0.9802150130271912,9.485264778137207
39,krum,20.56,0.0,0.03375126048922539,0.9816615581512451,9.51664924621582
40,krum,21.66,0.0,0.030972128733992577,0.9817020893096924,9.524529457092285
41,krum,23.33,0.0,0.02201281674206257,0.9834709167480469,9.542576789855957
42,krum,22.7,0.0,0.021305030211806297,0.9837400317192078,9.561150550842285
43,krum,24.52,0.0,0.018793269991874695,0.9843389987945557,9.577943801879883
44,krum,24.25,0.0,0.018400492146611214,0.9841626286506653,9.595855712890625
45,krum,23.75,0.0,0.01703539304435253,0.9845438599586487,9.612249374389648
46,krum,24.5,0.0,0.014464014209806919,0.985233724117279,9.631677627563477
47,krum,24.67,0.0,0.015334051102399826,0.984792947769165,9.649006843566895
48,krum,24.76,0.0,0.015562562271952629,0.9844686985015869,9.664238929748535
49,krum,25.05,0.0,0.013274584896862507,0.9854182600975037,9.682255744934082
50,krum,24.89,0.0,0.015241052024066448,0.9848599433898926,9.701878547668457
