round,agg_rule,accuracy,reward,state_norm_var,state_cosine_sim,state_mean_norm
1,median,8.47,0.0,0.404279887676239,0.9458003640174866,8.999554634094238
2,median,12.05,0.0,0.3214120864868164,0.9508600234985352,9.050795555114746
3,median,10.41,0.0,0.18159684538841248,0.9584769606590271,9.054025650024414
4,median,12.31,0.0,0.12949788570404053,0.9612133502960205,9.050786972045898
5,median,14.7,0.0,0.1043442040681839,0.9633876085281372,9.059940338134766
6,median,14.24,0.0,0.07949663698673248,0.9662693738937378,9.070184707641602
7,median,14.01,0.0,0.06963663548231125,0.9683165550231934,9.093317031860352
8,median,15.81,0.0,0.061225973069667816,0.9696679711341858,9.112536430358887
9,median,15.99,0.0,0.051884159445762634,0.9710809588432312,9.135172843933105
10,median,17.03,0.0,0.04861846938729286,0.9718906283378601,9.161591529846191
11,median,17.51,0.0,0.047074418514966965,0.9721521139144897,9.19080924987793
12,median,18.06,0.0,0.046697113662958145,0.9730602502822876,9.228719711303711
13,median,19.28,0.0,0.04266936704516411,0.9735541343688965,9.262145042419434
14,median,18.7,0.0,0.04169940948486328,0.9740381240844727,9.301288604736328
15,median,19.61,0.0,0.040213968604803085,0.9740756750106812,9.340669631958008
16,median,19.33,0.0,0.03831271082162857,0.9738634824752808,9.37900161743164
17,median,20.28,0.0,0.040705785155296326,0.9745761752128601,9.429719924926758
18,median,19.66,0.0,0.041441503912210464,0.974416971206665,9.477251052856445
19,median,20.76,0.0,0.03853769972920418,0.9757234454154968,9.527688026428223
20,median,20.57,0.0,0.03885335847735405,0.9746971726417542,9.573945045471191
21,median,21.2,0.0,0.040554314851760864,0.9756537675857544,9.635985374450684
22,median,21.4,0.0,0.03767243027687073,0.9758036136627197,9.688814163208008
23,median,21.16,0.0,0.036053527146577835,0.976283609867096,9.747507095336914
24,median,21.88,0.0,0.03728830814361572,0.9766530394554138,9.810198783874512
25,median,22.05,0.0,0.03663818910717964,0.9767575860023499,9.871932029724121
26,median,22.18,0.0,0.03706824406981468,0.9770485162734985,9.93705940246582
27,median,22.31,0.0,0.03721759468317032,0.9775302410125732,10.006275177001953
28,median,22.42,0.0,0.033869706094264984,0.9777827858924866,10.069927215576172
29,median,22.42,0.0,0.03791533038020134,0.9777906537055969,10.144487380981445
30,median,23.39,0.0,0.03661170229315758,0.9783019423484802,10.215903282165527
31,median,22.78,0.0,0.037477973848581314,0.9778309464454651,10.286569595336914
32,median,23.81,0.0,0.03353342413902283,0.978769838809967,10.361347198486328
33,median,23.52,0.0,0.03335122391581535,0.9794715046882629,10.44200325012207
34,median,24.22,0.0,0.034457772970199585,0.9798104166984558,10.523722648620605
35,median,24.3,0.0,0.03370450809597969,0.9797648787498474,10.602171897888184
36,median,24.39,0.0,0.03384196385741234,0.9802783131599426,10.68804931640625
37,median,24.88,0.0,0.03398711979389191,0.9802289605140686,10.771631240844727
38,median,25.85,0.0,0.03339209780097008,0.9807792901992798,10.859647750854492
39,median,24.97,0.0,0.03365505859255791,0.9813669919967651,10.952197074890137
40,median,26.02,0.0,0.03118417225778103,0.9817577600479126,11.04021167755127
41,median,25.79,0.0,0.032553981989622116,0.9817720651626587,11.131494522094727
42,median,26.48,0.0,0.02777419611811638,0.9827399253845215,11.219404220581055
43,median,26.49,0.0,0.030664389953017235,0.9824662208557129,11.311924934387207
44,median,27.22,0.0,0.02923785150051117,0.9828321933746338,11.40224838256836
45,median,26.86,0.0,0.027284493669867516,0.9831010103225708,11.490166664123535
46,median,27.29,0.0,0.027949323877692223,0.983418881893158,11.586421966552734
47,median,27.3,0.0,0.027333397418260574,0.9836938381195068,11.679557800292969
48,median,27.27,0.0,0.02521636337041855,0.9843342304229736,11.773985862731934
49,median,27.04,0.0,0.025645026937127113,0.9845196008682251,11.869789123535156
50,median,27.38,0.0,0.02506214566528797,0.9848493337631226,11.96778392791748
